Food/Candy/Chocolate/52.jpg,-37, 342,730, 823
Food/Candy/Chocolate/52.jpg,-54, 1397,750, 1779
Food/Candy/Chocolate/52.jpg,-87, 1905,753, 2347
Food/Candy/Chocolate/97.jpg,112, 2872,820, 3227
Food/Candy/Chocolate/97.jpg,13, 2407,744, 2752
Food/Candy/Chocolate/52.jpg,13, 886,730, 1291
Food/Candy/Chocolate/109.jpg,1521, 345,2301, 750
Food/Candy/Chocolate/109.jpg,1531, 1915,2252, 2297
Food/Candy/Chocolate/109.jpg,1537, 1394,2295, 1779
Food/Candy/Chocolate/109.jpg,1571, 863,2351, 1271
Food/Candy/Chocolate/109.jpg,1600, -143,2318, 192
Food/Candy/Chocolate/113.jpg,763, -107,1547, 199
Food/Candy/Chocolate/93.jpg,783, 1939,1524, 2304
Food/Candy/Chocolate/93.jpg,783, 2430,1524, 2765
Food/Candy/Chocolate/113.jpg,793, 1421,1504, 1786
Food/Candy/Chocolate/113.jpg,800, 355,1514, 723
Food/Candy/Chocolate/93.jpg,827, 2928,1564, 3264
