Food/Tea/72.jpg,-304, 1852,326, 2323
Food/Tea/72.jpg,-68, 1389,460, 1775
Food/Tea/49.jpg,1024, 1930,1711, 2316
Food/Tea/49.jpg,1071, 1464,1639, 1800
Food/Tea/50.jpg,1269, 828,1843, 1199
Food/Tea/50.jpg,1302, 481,1879, 844
Food/Tea/49.jpg,1646, 1454,2299, 1915
Food/Tea/49.jpg,1709, 1907,2319, 2313
Food/Tea/50.jpg,1928, 852,2566, 1266
Food/Tea/50.jpg,2002, 427,2556, 849
Food/Tea/51.jpg,2374, 1494,2982, 1930
Food/Tea/51.jpg,2391, 1925,3007, 2355
Food/Tea/32.jpg,2606, 864,3226, 1312
Food/Tea/49.jpg,510, 1775,1108, 2129
Food/Tea/49.jpg,520, 1434,1116, 1738
Food/Tea/34.jpg,62, 824,657, 1202
Food/Tea/34.jpg,64, 455,672, 836
Food/Tea/50.jpg,661, 834,1284, 1253
Food/Tea/50.jpg,671, 458,1258, 841
