Food/Candy/Chocolate/103.jpg,-14, 1607,744, 2008
Food/Candy/Chocolate/103.jpg,-34, 2194,767, 2593
Food/Candy/Chocolate/24.jpg,-47, -183,421, 418
Food/Candy/Chocolate/103.jpg,-7, 1102,734, 1431
Food/Candy/Chocolate/103.jpg,-7, 2755,657, 3177
Food/Candy/Chocolate/24.jpg,1434, -57,1889, 471
Food/Candy/Chocolate/38.jpg,1541, 1118,2278, 1517
Food/Candy/Chocolate/38.jpg,1584, 2785,2364, 3210
Food/Candy/Chocolate/38.jpg,1604, 620,2364, 999
Food/Candy/Chocolate/38.jpg,1617, 2201,2384, 2599
Food/Candy/Chocolate/38.jpg,1620, 1643,2384, 2078
Food/Candy/Chocolate/24.jpg,1889, -37,2351, 504
Food/Candy/Chocolate/103.jpg,33, 531,783, 873
Food/Candy/Chocolate/24.jpg,448, -147,993, 395
Food/Candy/Chocolate/47.jpg,724, 2749,1554, 3214
Food/Candy/Chocolate/47.jpg,807, 1613,1557, 2048
Food/Candy/Chocolate/47.jpg,820, 2178,1594, 2599
Food/Candy/Chocolate/47.jpg,847, 557,1591, 976
Food/Candy/Chocolate/24.jpg,940, -67,1428, 431
