Food/Candy/Chocolate/17.jpg,1021, 1339,1886, 1788
Food/Candy/Chocolate/17.jpg,1036, 729,1913, 1182
Food/Candy/Chocolate/31.jpg,114, 674,991, 1135
Food/Candy/Chocolate/31.jpg,14, 1942,857, 2360
Food/Candy/Chocolate/103.jpg,1828, 1957,2728, 2440
Food/Candy/Chocolate/103.jpg,1873, 146,2768, 622
Food/Candy/Chocolate/103.jpg,1945, 759,2818, 1200
Food/Candy/Chocolate/103.jpg,1955, 1359,2847, 1850
Food/Candy/Chocolate/31.jpg,42, 54,919, 517
Food/Candy/Chocolate/31.jpg,84, 1309,976, 1758
Food/Candy/Chocolate/17.jpg,949, 1949,1826, 2398
Food/Candy/Chocolate/17.jpg,959, 99,1868, 552
