Food/Tea/64.jpg,-165, 1735,264, 2475
Food/Tea/62.jpg,1121, 799,1475, 1299
Food/Tea/62.jpg,1166, 276,1537, 801
Food/Tea/66.jpg,1200, 1788,1542, 2415
Food/Tea/77.jpg,1527, 468,1863, 938
Food/Tea/77.jpg,1547, 918,1886, 1359
Food/Tea/70.jpg,1552, 1768,1980, 2472
Food/Tea/77.jpg,1836, 433,2227, 906
Food/Tea/77.jpg,1871, 908,2222, 1339
Food/Tea/70.jpg,1955, 1788,2406, 2470
Food/Tea/65.jpg,2232, 249,2673, 752
Food/Tea/65.jpg,2307, 762,2775, 1327
Food/Tea/60.jpg,2391, 1770,2892, 2480
Food/Tea/65.jpg,2578, 348,2927, 754
Food/Tea/65.jpg,2680, 744,3196, 1267
Food/Tea/60.jpg,2835, 1765,3303, 2475
Food/Tea/64.jpg,341, 1790,782, 2405
Food/Tea/61.jpg,413, 824,730, 1337
Food/Tea/62.jpg,777, 799,1116, 1347
Food/Tea/62.jpg,827, 331,1138, 824
Food/Tea/66.jpg,844, 1790,1198, 2425
