Food/Tea/49.jpg,-103, -43,650, 353
Food/Tea/46.jpg,-8, 1661,754, 2141
Food/Tea/49.jpg,-95, 358,744, 864
Food/Tea/51.jpg,1607, -5,2272, 326
Food/Tea/44.jpg,1607, 1690,2411, 2179
Food/Tea/51.jpg,1607, 346,2429, 851
Food/Tea/44.jpg,1636, 1148,2225, 1516
Food/Tea/46.jpg,206, 1162,824, 1586
Food/Tea/44.jpg,2411, 1177,3224, 1671
Food/Tea/44.jpg,2434, 1695,3209, 2169
Food/Tea/31.jpg,2610, 422,3433, 815
Food/Tea/31.jpg,2744, -26,3549, 380
Food/Tea/51.jpg,720, -65,1609, 341
Food/Tea/51.jpg,784, 326,1587, 869
Food/Tea/46.jpg,787, 1678,1552, 2121
Food/Tea/46.jpg,802, 1192,1552, 1668
