Food/Dairy/Yoghurt/173.jpg,1290, 1755,1933, 2452
Food/Dairy/Yoghurt/173.jpg,1318, 557,1906, 1155
Food/Dairy/Yoghurt/173.jpg,1320, 1162,1861, 1745
Food/Dairy/Yoghurt/166.jpg,164, 1795,697, 2445
Food/Dairy/Yoghurt/166.jpg,176, 565,707, 1155
Food/Dairy/Yoghurt/166.jpg,179, 1182,695, 1753
Food/Dairy/Yoghurt/172.jpg,1945, 615,2561, 1192
Food/Dairy/Yoghurt/172.jpg,1950, 1745,2563, 2420
Food/Dairy/Yoghurt/172.jpg,1978, 1180,2566, 1778
Food/Dairy/Yoghurt/172.jpg,2528, 590,3164, 1172
Food/Dairy/Yoghurt/172.jpg,2563, 1760,3194, 2395
Food/Dairy/Yoghurt/172.jpg,2568, 1167,3124, 1763
Food/Dairy/Yoghurt/173.jpg,680, 1735,1228, 2487
Food/Dairy/Yoghurt/173.jpg,692, 1145,1275, 1817
Food/Dairy/Yoghurt/173.jpg,744, 508,1258, 1187
