Food/Tea/23.jpg,-113, 2126,525, 2502
Food/Tea/48.jpg,1163, 2071,1838, 2480
Food/Tea/57.jpg,1572, 856,1948, 1382
Food/Tea/57.jpg,1589, 341,1945, 861
Food/Tea/48.jpg,1856, 1663,2523, 2101
Food/Tea/48.jpg,1858, 2094,2514, 2487
Food/Tea/57.jpg,1948, 338,2319, 844
Food/Tea/57.jpg,1948, 856,2352, 1382
Food/Tea/59.jpg,2329, 348,2720, 849
Food/Tea/59.jpg,2359, 844,2785, 1407
Food/Tea/33.jpg,246, 1085,874, 1369
Food/Tea/67.jpg,2519, 1857,2994, 2502
Food/Tea/59.jpg,2713, 363,3104, 861
Food/Tea/59.jpg,2773, 859,3199, 1384
Food/Tea/33.jpg,298, 734,929, 1058
Food/Tea/33.jpg,344, 427,944, 710
Food/Tea/33.jpg,353, 410,959, 744
Food/Tea/48.jpg,568, 2134,1136, 2510
Food/Tea/48.jpg,585, 1683,1195, 2086
Food/Tea/33.jpg,899, 1070,1549, 1367
Food/Tea/33.jpg,939, 737,1567, 1065
Food/Tea/33.jpg,960, 420, 1560, 725
