Food/Candy/Chocolate/118.jpg,-145, 742,797, 1140
Food/Candy/Chocolate/118.jpg,-53, 1307,847, 1770
Food/Candy/Chocolate/118.jpg,-68, 1875,784, 2380
Food/Candy/Chocolate/44.jpg,1679, 278,2449, 684
Food/Candy/Chocolate/44.jpg,1684, 759,2464, 1187
Food/Candy/Chocolate/44.jpg,1689, 1907,2504, 2345
Food/Candy/Chocolate/44.jpg,1714, 1342,2551, 1760
Food/Candy/Chocolate/36.jpg,2464, 408,3179, 684
Food/Candy/Chocolate/36.jpg,2486, 841,3206, 1187
Food/Candy/Chocolate/36.jpg,2536, 1329,3336, 1748
Food/Candy/Chocolate/36.jpg,2558, 1964,3353, 2360
Food/Candy/Chocolate/13.jpg,812, 1915,1654, 2335
Food/Candy/Chocolate/13.jpg,844, 764,1679, 1187
Food/Candy/Chocolate/13.jpg,874, 226,1676, 659
Food/Candy/Chocolate/13.jpg,896, 1369,1681, 1750
