Food/Candy/Chocolate/108.jpg,1199, 2799,2036, 3247
Food/Candy/Chocolate/108.jpg,1219, 1653,2029, 2141
Food/Candy/Chocolate/91.jpg,1238, 1122,2062, 1573
Food/Candy/Chocolate/108.jpg,1248, 2247,2062, 2696
Food/Candy/Chocolate/91.jpg,1262, 534,2092, 1035
Food/Candy/Chocolate/91.jpg,1298, 9,2165, 345
Food/Candy/Chocolate/30.jpg,342, 2812,1149, 3250
Food/Candy/Chocolate/55.jpg,375, 2228,1179, 2679
Food/Candy/Chocolate/55.jpg,381, 1125,1219, 1577
Food/Candy/Chocolate/55.jpg,388, 1663,1192, 2111
Food/Candy/Chocolate/55.jpg,388, 514,1209, 982
Food/Candy/Chocolate/55.jpg,438, -97,1292, 361
