Food/Soups/79.jpg,-103, 229,401, 909
Food/Soups/5.jpg,-54, 1391,411, 2138
Food/Soups/80.jpg,1006, 232,1541, 903
Food/Soups/4.jpg,1013, 2689,1507, 3317
Food/Soups/77.jpg,1481, 1364,1992, 2042
Food/Soups/4.jpg,1514, 2692,2012, 3300
Food/Soups/80.jpg,1561, 215,2099, 913
Food/Soups/2.jpg,1982, 1351,2484, 2068
Food/Soups/78.jpg,2012, 2596,2451, 3303
Food/Soups/80.jpg,2122, 205,2743, 933
Food/Soups/79.jpg,425, 242,986, 906
Food/Soups/77.jpg,458, 1387,973, 2065
Food/Soups/10.jpg,56, 2573,508, 3273
Food/Soups/4.jpg,634, 2530,1029, 3154
Food/Soups/77.jpg,963, 1368,1481, 2061
