Food/Cereals/99.jpg,-145, 747,318, 1451
Food/Cereals/117.jpg,-5, 1703,358, 2335
Food/Cereals/94.jpg,1006, 1653,1502, 2328
Food/Cereals/92.jpg,1430, 632,1908, 1436
Food/Cereals/94.jpg,1522, 1583,1945, 2193
Food/Cereals/92.jpg,1935, 644,2374, 1464
Food/Cereals/94.jpg,2033, 1673,2484, 2328
Food/Cereals/87.jpg,2603, 1598,3024, 2338
Food/Cereals/90.jpg,2613, 662,3069, 1459
Food/Cereals/87.jpg,3049, 1613,3430, 2358
Food/Cereals/92.jpg,441, 640,946, 1404
Food/Cereals/117.jpg,625, 1608,1031, 2121
Food/Cereals/92.jpg,891, 602,1422, 1446
