X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/17.jpg,[1004, 1470],[1482, 1470],[1482, 2302],[1004, 2302],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/17.jpg,[1028, 736],[1408, 736],[1408, 1446],[1028, 1446],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/96.jpg,[1523, 770],[1984, 770],[1984, 1470],[1523, 1470],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/96.jpg,[1547, 1466],[1967, 1466],[1967, 2254],[1547, 2254],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/96.jpg,[1961, 804],[2259, 804],[2259, 1476],[1961, 1476],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/96.jpg,[1974, 1490],[2510, 1490],[2510, 2278],[1974, 2278],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/18.jpg,[2297, 1049],[2680, 1049],[2680, 1507],[2297, 1507],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/18.jpg,[2483, 1504],[2934, 1504],[2934, 2268],[2483, 2268],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/18.jpg,[2775, 889],[3250, 889],[3250, 1446],[2775, 1446],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/18.jpg,[2941, 1548],[3250, 1548],[3250, 2213],[2941, 2213],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/17.jpg,[464, 1453],[912, 1453],[912, 2257],[464, 2257],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/13.jpg,[47, 641],[430, 641],[430, 1415],[47, 1415],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/17.jpg,[566, 651],[994, 651],[994, 1459],[566, 1459],
