X:/Grocery stores/Grocery_products/Training//Food/Rice/17.jpg,[-115, -68],[259, -68],[259, 537],[-115, 537],
X:/Grocery stores/Grocery_products/Training//Food/Rice/12.jpg,[-138, 811],[244, 811],[244, 1466],[-138, 1466],
X:/Grocery stores/Grocery_products/Training//Food/Rice/18.jpg,[-93, 1668],[281, 1668],[281, 2283],[-93, 2283],
X:/Grocery stores/Grocery_products/Training//Food/Rice/12.jpg,[1176, 874],[1609, 874],[1609, 1501],[1176, 1501],
X:/Grocery stores/Grocery_products/Training//Food/Rice/20.jpg,[1220, 1700],[1632, 1700],[1632, 2303],[1220, 2303],
X:/Grocery stores/Grocery_products/Training//Food/Rice/11.jpg,[1295, 4],[1699, 4],[1699, 664],[1295, 664],
X:/Grocery stores/Grocery_products/Training//Food/Rice/21.jpg,[1651, 938],[1871, 938],[1871, 1516],[1651, 1516],
X:/Grocery stores/Grocery_products/Training//Food/Rice/20.jpg,[1654, 1718],[2050, 1718],[2050, 2306],[1654, 2306],
X:/Grocery stores/Grocery_products/Training//Food/Rice/11.jpg,[1739, 44],[2120, 44],[2120, 694],[1739, 694],
X:/Grocery stores/Grocery_products/Training//Food/Rice/21.jpg,[1893, 943],[2107, 943],[2107, 1509],[1893, 1509],
X:/Grocery stores/Grocery_products/Training//Food/Rice/20.jpg,[2053, 1653],[2412, 1653],[2412, 2219],[2053, 2219],
X:/Grocery stores/Grocery_products/Training//Food/Rice/21.jpg,[2127, 953],[2364, 953],[2364, 1524],[2127, 1524],
X:/Grocery stores/Grocery_products/Training//Food/Rice/11.jpg,[2135, 87],[2509, 87],[2509, 694],[2135, 694],
X:/Grocery stores/Grocery_products/Training//Food/Rice/21.jpg,[2379, 971],[2618, 971],[2618, 1534],[2379, 1534],
X:/Grocery stores/Grocery_products/Training//Food/Rice/22.jpg,[2461, 1671],[2835, 1671],[2835, 2233],[2461, 2233],
X:/Grocery stores/Grocery_products/Training//Food/Rice/36.jpg,[2643, 1282],[2810, 1282],[2810, 1541],[2643, 1541],
X:/Grocery stores/Grocery_products/Training//Food/Rice/36.jpg,[2658, 1013],[2822, 1013],[2822, 1282],[2658, 1282],
X:/Grocery stores/Grocery_products/Training//Food/Rice/13.jpg,[2685, 27],[3102, 27],[3102, 714],[2685, 714],
X:/Grocery stores/Grocery_products/Training//Food/Rice/36.jpg,[2832, 1285],[2999, 1285],[2999, 1544],[2832, 1544],
X:/Grocery stores/Grocery_products/Training//Food/Rice/36.jpg,[2845, 1016],[3009, 1016],[3009, 1289],[2845, 1289],
X:/Grocery stores/Grocery_products/Training//Food/Rice/18.jpg,[286, 1668],[740, 1668],[740, 2296],[286, 2296],
X:/Grocery stores/Grocery_products/Training//Food/Rice/22.jpg,[2935, 1723],[3308, 1723],[3308, 2313],[2935, 2313],
X:/Grocery stores/Grocery_products/Training//Food/Rice/36.jpg,[3012, 1021],[3161, 1021],[3161, 1292],[3012, 1292],
X:/Grocery stores/Grocery_products/Training//Food/Rice/36.jpg,[3019, 1294],[3181, 1294],[3181, 1536],[3019, 1536],
X:/Grocery stores/Grocery_products/Training//Food/Rice/12.jpg,[338, 824],[735, 824],[735, 1436],[338, 1436],
X:/Grocery stores/Grocery_products/Training//Food/Rice/17.jpg,[351, -28],[752, -28],[752, 597],[351, 597],
X:/Grocery stores/Grocery_products/Training//Food/Rice/12.jpg,[715, 839],[1166, 839],[1166, 1491],[715, 1491],
X:/Grocery stores/Grocery_products/Training//Food/Rice/17.jpg,[757, -5],[1225, -5],[1225, 622],[757, 622],
X:/Grocery stores/Grocery_products/Training//Food/Rice/18.jpg,[757, 1690],[1188, 1690],[1188, 2296],[757, 2296],
