X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[-14, 1607],[744, 1607],[744, 2008],[-14, 2008],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[-34, 2194],[767, 2194],[767, 2593],[-34, 2593],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/24.jpg,[-47, -183],[421, -183],[421, 418],[-47, 418],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[-7, 1102],[734, 1102],[734, 1431],[-7, 1431],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[-7, 2755],[657, 2755],[657, 3177],[-7, 3177],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/24.jpg,[1434, -57],[1889, -57],[1889, 471],[1434, 471],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/38.jpg,[1541, 1118],[2278, 1118],[2278, 1517],[1541, 1517],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/38.jpg,[1584, 2785],[2364, 2785],[2364, 3210],[1584, 3210],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/38.jpg,[1604, 620],[2364, 620],[2364, 999],[1604, 999],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/38.jpg,[1617, 2201],[2384, 2201],[2384, 2599],[1617, 2599],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/38.jpg,[1620, 1643],[2384, 1643],[2384, 2078],[1620, 2078],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/24.jpg,[1889, -37],[2351, -37],[2351, 504],[1889, 504],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[33, 531],[783, 531],[783, 873],[33, 873],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/24.jpg,[448, -147],[993, -147],[993, 395],[448, 395],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/47.jpg,[724, 2749],[1554, 2749],[1554, 3214],[724, 3214],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/47.jpg,[807, 1613],[1557, 1613],[1557, 2048],[807, 2048],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/47.jpg,[820, 2178],[1594, 2178],[1594, 2599],[820, 2599],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/47.jpg,[847, 557],[1591, 557],[1591, 976],[847, 976],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/24.jpg,[940, -67],[1428, -67],[1428, 431],[940, 431],
