X:/Grocery stores/Grocery_products/Training//Food/Pasta/29.jpg,[-123, 165],[366, 165],[366, 1027],[-123, 1027],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/17.jpg,[-27, 1473],[716, 1473],[716, 2487],[-27, 2487],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/62.jpg,[1287, 1453],[1976, 1453],[1976, 2494],[1287, 2494],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/73.jpg,[1297, 267],[1686, 267],[1686, 1020],[1297, 1020],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/73.jpg,[1679, 201],[2198, 201],[2198, 1047],[1679, 1047],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/62.jpg,[1947, 1483],[2636, 1483],[2636, 2530],[1947, 2530],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/73.jpg,[2148, 82],[2650, 82],[2650, 1024],[2148, 1024],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/62.jpg,[2564, 1473],[3267, 1473],[3267, 2490],[2564, 2490],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/73.jpg,[2610, 194],[3013, 194],[3013, 1001],[2610, 1001],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/29.jpg,[376, 151],[749, 151],[749, 997],[376, 997],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/62.jpg,[762, 1476],[1277, 1476],[1277, 2487],[762, 2487],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/29.jpg,[834, 82],[1158, 82],[1158, 1014],[834, 1014],
