X:/Grocery stores/Grocery_products/Training//Food/Pasta/62.jpg,[-34, 1532],[458, 1532],[458, 2500],[-34, 2500],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/20.jpg,[1092, 376],[1392, 376],[1392, 1133],[1092, 1133],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/12.jpg,[1155, 1374],[1620, 1374],[1620, 2438],[1155, 2438],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/20.jpg,[1409, 396],[1719, 396],[1719, 1139],[1409, 1139],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/12.jpg,[1584, 1351],[2221, 1351],[2221, 2441],[1584, 2441],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/73.jpg,[16, 353],[300, 353],[300, 1123],[16, 1123],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/20.jpg,[1768, 399],[2095, 399],[2095, 1119],[1768, 1119],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/20.jpg,[2138, 426],[2491, 426],[2491, 1093],[2138, 1093],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/12.jpg,[2204, 1318],[2844, 1318],[2844, 2464],[2204, 2464],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/20.jpg,[2465, 406],[2894, 406],[2894, 1110],[2465, 1110],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/20.jpg,[2818, 376],[3224, 376],[3224, 1076],[2818, 1076],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/63.jpg,[2891, 1397],[3267, 1397],[3267, 2563],[2891, 2563],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/73.jpg,[300, 297],[716, 297],[716, 1113],[300, 1113],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/62.jpg,[442, 1572],[990, 1572],[990, 2477],[442, 2477],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/73.jpg,[722, 257],[1056, 257],[1056, 1100],[722, 1100],
