X:/Grocery stores/Grocery_products/Training//Food/Coffee/12.jpg,[1308, 1479],[1908, 1479],[1908, 2443],[1308, 2443],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/18.jpg,[1397, 390],[1863, 390],[1863, 1065],[1397, 1065],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/18.jpg,[1888, 373],[2399, 373],[2399, 1100],[1888, 1100],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/12.jpg,[1926, 1461],[2479, 1461],[2479, 2423],[1926, 2423],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/9.jpg,[229, 1501],[705, 1501],[705, 2328],[229, 2328],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/18.jpg,[2439, 239],[3052, 239],[3052, 1060],[2439, 1060],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/22.jpg,[2568, 1521],[3117, 1521],[3117, 2427],[2568, 2427],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/18.jpg,[328, 286],[931, 286],[931, 1050],[328, 1050],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/12.jpg,[769, 1481],[1300, 1481],[1300, 2450],[769, 2450],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/18.jpg,[956, 323],[1377, 323],[1377, 1073],[956, 1073],
