X:/Grocery stores/Grocery_products/Training//Food/Biscuits/3.jpg,[-103, 540],[1148, 540],[1148, 854],[-103, 854],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/6.jpg,[-118, 1710],[1190, 1710],[1190, 2139],[-118, 2139],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/6.jpg,[-165, 2159],[1158, 2159],[1158, 2507],[-165, 2507],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/3.jpg,[-73, 216],[1126, 216],[1126, 532],[-73, 532],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/3.jpg,[117, 19],[1123, 19],[1123, 288],[117, 288],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/10.jpg,[1218, 1765],[2484, 1765],[2484, 2171],[1218, 2171],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/37.jpg,[1263, 186],[2396, 186],[2396, 580],[1263, 580],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/10.jpg,[1275, 2104],[2419, 2104],[2419, 2507],[1275, 2507],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/37.jpg,[1288, 560],[2409, 560],[2409, 889],[1288, 889],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/5.jpg,[2454, 249],[3381, 249],[3381, 587],[2454, 587],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/5.jpg,[2479, 555],[3485, 555],[3485, 864],[2479, 864],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/28.jpg,[2506, 2106],[3525, 2106],[3525, 2462],[2506, 2462],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/28.jpg,[2543, 1758],[3438, 1758],[3438, 2099],[2543, 2099],
