X:/Grocery stores/Grocery_products/Training//Food/Biscuits/10.jpg,[1325, 605],[2406, 605],[2406, 923],[1325, 923],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/10.jpg,[1347, 941],[2376, 941],[2376, 1197],[1347, 1197],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/33.jpg,[1370, 1546],[2259, 1546],[2259, 1788],[1370, 1788],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/33.jpg,[1407, 1892],[2259, 1892],[2259, 2121],[1407, 2121],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/12.jpg,[171, 1641],[1350, 1641],[1350, 1939],[171, 1939],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/12.jpg,[219, 1954],[1350, 1954],[1350, 2154],[219, 2154],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/24.jpg,[2337, 1847],[3261, 1847],[3261, 2084],[2337, 2084],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/24.jpg,[2362, 1586],[3331, 1586],[3331, 1810],[2362, 1810],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/28.jpg,[2424, 926],[3386, 926],[3386, 1205],[2424, 1205],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/28.jpg,[2481, 622],[3401, 622],[3401, 931],[2481, 931],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/6.jpg,[27, 903],[1300, 903],[1300, 1242],[27, 1242],
X:/Grocery stores/Grocery_products/Training//Food/Biscuits/6.jpg,[89, 577],[1280, 577],[1280, 886],[89, 886],
