D:/Dataset/Grocery_products/Training/Food/Tea/49.jpg,[1427, 2333],[2019, 2333],[2019, 2690],[1427, 2690],
D:/Dataset/Grocery_products/Training/Food/Tea/49.jpg,[1494, 2863],[2163, 2863],[2163, 3264],[1494, 3264],
D:/Dataset/Grocery_products/Training/Food/Tea/48.jpg,[1542, 589],[2249, 589],[2249, 981],[1542, 981],
D:/Dataset/Grocery_products/Training/Food/Tea/50.jpg,[1593, 1720],[2217, 1720],[2217, 2097],[1593, 2097],
D:/Dataset/Grocery_products/Training/Food/Tea/50.jpg,[1616, 1343],[2224, 1343],[2224, 1704],[1616, 1704],
D:/Dataset/Grocery_products/Training/Food/Tea/15.jpg,[185, 750],[896, 750],[896, 1076],[185, 1076],
D:/Dataset/Grocery_products/Training/Food/Tea/72.jpg,[195, 2305],[828, 2305],[828, 2694],[195, 2694],
D:/Dataset/Grocery_products/Training/Food/Tea/34.jpg,[444, 1359],[1020, 1359],[1020, 1700],[444, 1700],
D:/Dataset/Grocery_products/Training/Food/Tea/34.jpg,[451, 1704],[1020, 1704],[1020, 2081],[451, 2081],
D:/Dataset/Grocery_products/Training/Food/Tea/49.jpg,[867, 2270],[1379, 2270],[1379, 2576],[867, 2576],
D:/Dataset/Grocery_products/Training/Food/Tea/49.jpg,[867, 2643],[1408, 2643],[1408, 3008],[867, 3008],
D:/Dataset/Grocery_products/Training/Food/Tea/72.jpg,[86, 2784],[742, 2784],[742, 3201],[86, 3201],
D:/Dataset/Grocery_products/Training/Food/Tea/48.jpg,[873, 659],[1526, 659],[1526, 1001],[873, 1001],
D:/Dataset/Grocery_products/Training/Food/Tea/48.jpg,[880, 274],[1510, 274],[1510, 628],[880, 628],
