X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/17.jpg,[1021, 1339],[1886, 1339],[1886, 1788],[1021, 1788],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/17.jpg,[1036, 729],[1913, 729],[1913, 1182],[1036, 1182],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/31.jpg,[114, 674],[991, 674],[991, 1135],[114, 1135],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/31.jpg,[14, 1942],[857, 1942],[857, 2360],[14, 2360],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[1828, 1957],[2728, 1957],[2728, 2440],[1828, 2440],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[1873, 146],[2768, 146],[2768, 622],[1873, 622],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[1945, 759],[2818, 759],[2818, 1200],[1945, 1200],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/103.jpg,[1955, 1359],[2847, 1359],[2847, 1850],[1955, 1850],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/31.jpg,[42, 54],[919, 54],[919, 517],[42, 517],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/31.jpg,[84, 1309],[976, 1309],[976, 1758],[84, 1758],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/17.jpg,[949, 1949],[1826, 1949],[1826, 2398],[949, 2398],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/17.jpg,[959, 99],[1868, 99],[1868, 552],[959, 552],
