X:/Grocery stores/Grocery_products/Training//Food/Tea/32.jpg,[1016, 1842],[1651, 1842],[1651, 2278],[1016, 2278],
X:/Grocery stores/Grocery_products/Training//Food/Tea/32.jpg,[1088, 1451],[1654, 1451],[1654, 1835],[1088, 1835],
X:/Grocery stores/Grocery_products/Training//Food/Tea/64.jpg,[1096, 500],[1489, 500],[1489, 1182],[1096, 1182],
X:/Grocery stores/Grocery_products/Training//Food/Tea/64.jpg,[1502, 662],[1851, 662],[1851, 1167],[1502, 1167],
X:/Grocery stores/Grocery_products/Training//Food/Tea/78.jpg,[1661, 1441],[2324, 1441],[2324, 1855],[1661, 1855],
X:/Grocery stores/Grocery_products/Training//Food/Tea/78.jpg,[1671, 1852],[2337, 1852],[2337, 2291],[1671, 2291],
X:/Grocery stores/Grocery_products/Training//Food/Tea/66.jpg,[1886, 679],[2234, 679],[2234, 1180],[1886, 1180],
X:/Grocery stores/Grocery_products/Training//Food/Tea/66.jpg,[2249, 672],[2601, 672],[2601, 1200],[2249, 1200],
X:/Grocery stores/Grocery_products/Training//Food/Tea/78.jpg,[2309, 1449],[2982, 1449],[2982, 1842],[2309, 1842],
X:/Grocery stores/Grocery_products/Training//Food/Tea/78.jpg,[2344, 1872],[3037, 1872],[3037, 2298],[2344, 2298],
X:/Grocery stores/Grocery_products/Training//Food/Tea/70.jpg,[2675, 615],[3087, 615],[3087, 1172],[2675, 1172],
X:/Grocery stores/Grocery_products/Training//Food/Tea/70.jpg,[3054, 635],[3363, 635],[3363, 1232],[3054, 1232],
X:/Grocery stores/Grocery_products/Training//Food/Tea/67.jpg,[308, 565],[692, 565],[692, 1197],[308, 1197],
X:/Grocery stores/Grocery_products/Training//Food/Tea/32.jpg,[358, 1850],[1011, 1850],[1011, 2268],[358, 2268],
X:/Grocery stores/Grocery_products/Training//Food/Tea/67.jpg,[792, 667],[1106, 667],[1106, 1165],[792, 1165],
