X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/96.jpg,[-5, 1822],[969, 1822],[969, 2383],[-5, 2383],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/3.jpg,[1151, 1110],[2207, 1110],[2207, 1678],[1151, 1678],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/3.jpg,[1158, 1877],[2167, 1877],[2167, 2370],[1158, 2370],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/3.jpg,[1163, -95],[2185, -95],[2185, 234],[1163, 234],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/96.jpg,[117, 448],[1143, 448],[1143, 953],[117, 953],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/3.jpg,[1186, 410],[2239, 410],[2239, 963],[1186, 963],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/14.jpg,[2210, 1827],[3366, 1827],[3366, 2447],[2210, 2447],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/14.jpg,[2227, 1115],[3361, 1115],[3361, 1678],[2227, 1678],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/14.jpg,[2229, -152],[3500, -152],[3500, 249],[2229, 249],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/14.jpg,[2272, 418],[3363, 418],[3363, 958],[2272, 958],
X:/Grocery stores/Grocery_products/Training//Food/Candy/Chocolate/96.jpg,[89, 1110],[1136, 1110],[1136, 1663],[89, 1663],
