X:/Grocery stores/Grocery_products/Training//Food/Tea/19.jpg,[-115, 1504],[301, 1504],[301, 2395],[-115, 2395],
X:/Grocery stores/Grocery_products/Training//Food/Tea/82.jpg,[1198, 1841],[2132, 1841],[2132, 2371],[1198, 2371],
X:/Grocery stores/Grocery_products/Training//Food/Tea/82.jpg,[1326, 1528],[2046, 1528],[2046, 1871],[1326, 1871],
X:/Grocery stores/Grocery_products/Training//Food/Tea/82.jpg,[1353, 1146],[2058, 1146],[2058, 1521],[1353, 1521],
X:/Grocery stores/Grocery_products/Training//Food/Tea/81.jpg,[2075, 1225],[2835, 1225],[2835, 1527],[2075, 1527],
X:/Grocery stores/Grocery_products/Training//Food/Tea/81.jpg,[2146, 1511],[3044, 1511],[3044, 1897],[2146, 1897],
X:/Grocery stores/Grocery_products/Training//Food/Tea/81.jpg,[2205, 1892],[3213, 1892],[3213, 2350],[2205, 2350],
X:/Grocery stores/Grocery_products/Training//Food/Tea/83.jpg,[273, 1863],[1183, 1863],[1183, 2406],[273, 2406],
X:/Grocery stores/Grocery_products/Training//Food/Tea/83.jpg,[557, 1567],[1249, 1567],[1249, 1873],[557, 1873],
X:/Grocery stores/Grocery_products/Training//Food/Tea/83.jpg,[680, 1212],[1326, 1212],[1326, 1558],[680, 1558],
X:/Grocery stores/Grocery_products/Training//Food/Tea/19.jpg,[72, 859],[468, 859],[468, 1561],[72, 1561],
