X:/Grocery stores/Grocery_products/Training//Food/Coffee/19.jpg,[100, 1595],[697, 1595],[697, 2458],[100, 2458],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/33.jpg,[104, 522],[503, 522],[503, 1195],[104, 1195],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/35.jpg,[1086, 540],[1509, 540],[1509, 1100],[1086, 1100],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/19.jpg,[1300, 1558],[1761, 1558],[1761, 2333],[1300, 2333],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/35.jpg,[1577, 348],[2095, 348],[2095, 1038],[1577, 1038],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/18.jpg,[1776, 1563],[2304, 1563],[2304, 2363],[1776, 2363],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/35.jpg,[2150, 348],[2631, 348],[2631, 1030],[2150, 1030],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/18.jpg,[2372, 1521],[3022, 1521],[3022, 2385],[2372, 2385],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/19.jpg,[2626, 465],[3029, 465],[3029, 1038],[2626, 1038],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/33.jpg,[657, 672],[1029, 672],[1029, 1180],[657, 1180],
X:/Grocery stores/Grocery_products/Training//Food/Coffee/19.jpg,[762, 1556],[1223, 1556],[1223, 2388],[762, 2388],
