X:/Grocery stores/Grocery_products/Training//Food/Cereals/97.jpg,[-30, 1248],[521, 1248],[521, 2081],[-30, 2081],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/95.jpg,[-54, -47],[561, -47],[561, 863],[-54, 863],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/95.jpg,[1179, -20],[1760, -20],[1760, 863],[1179, 863],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/97.jpg,[1215, 1281],[1750, 1281],[1750, 2048],[1215, 2048],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/139.jpg,[1232, 2244],[1703, 2244],[1703, 2838],[1232, 2838],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/97.jpg,[1733, 1275],[2265, 1275],[2265, 2025],[1733, 2025],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/95.jpg,[1770, 0],[2431, 0],[2431, 863],[1770, 863],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/140.jpg,[1830, 2377],[2391, 2377],[2391, 3121],[1830, 3121],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/95.jpg,[548, -17],[1145, -17],[1145, 836],[548, 836],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/97.jpg,[577, 1255],[1132, 1255],[1132, 2068],[577, 2068],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/139.jpg,[654, 2397],[1202, 2397],[1202, 3101],[654, 3101],
X:/Grocery stores/Grocery_products/Training//Food/Cereals/140.jpg,[73, 2387],[647, 2387],[647, 3117],[73, 3117],
