X:/Grocery stores/Grocery_products/Training//Food/Chips/44.jpg,[-31, 27],[457, 27],[457, 440],[-31, 440],
X:/Grocery stores/Grocery_products/Training//Food/Chips/42.jpg,[1057, 559],[1542, 559],[1542, 1257],[1057, 1257],
X:/Grocery stores/Grocery_products/Training//Food/Chips/52.jpg,[1142, 2548],[1478, 2548],[1478, 3291],[1142, 3291],
X:/Grocery stores/Grocery_products/Training//Food/Chips/57.jpg,[1288, 1284],[1793, 1284],[1793, 2240],[1288, 2240],
X:/Grocery stores/Grocery_products/Training//Food/Chips/52.jpg,[1424, 2616],[1969, 2616],[1969, 3284],[1424, 3284],
X:/Grocery stores/Grocery_products/Training//Food/Chips/42.jpg,[1478, 613],[1993, 613],[1993, 1247],[1478, 1247],
X:/Grocery stores/Grocery_products/Training//Food/Chips/57.jpg,[1722, 1403],[2454, 1403],[2454, 2237],[1722, 2237],
X:/Grocery stores/Grocery_products/Training//Food/Chips/42.jpg,[1946, 582],[2464, 582],[2464, 1230],[1946, 1230],
X:/Grocery stores/Grocery_products/Training//Food/Chips/52.jpg,[2003, 2572],[2437, 2572],[2437, 3280],[2003, 3280],
X:/Grocery stores/Grocery_products/Training//Food/Chips/57.jpg,[352, 1372],[901, 1372],[901, 2298],[352, 2298],
X:/Grocery stores/Grocery_products/Training//Food/Chips/44.jpg,[488, 13],[993, 13],[993, 413],[488, 413],
X:/Grocery stores/Grocery_products/Training//Food/Chips/42.jpg,[522, 569],[1081, 569],[1081, 1284],[522, 1284],
X:/Grocery stores/Grocery_products/Training//Food/Chips/52.jpg,[678, 2565],[1112, 2565],[1112, 3297],[678, 3297],
X:/Grocery stores/Grocery_products/Training//Food/Chips/57.jpg,[908, 1396],[1346, 1396],[1346, 2270],[908, 2270],
