X:/Grocery stores/Grocery_products/Training//Food/Pasta/19.jpg,[1169, 2355],[1712, 2355],[1712, 3291],[1169, 3291],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/28.jpg,[1329, 1257],[1922, 1257],[1922, 2087],[1329, 2087],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/17.jpg,[1539, -160],[2275, -160],[2275, 549],[1539, 549],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/19.jpg,[169, 2281],[678, 2281],[678, 3165],[169, 3165],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/19.jpg,[1803, 2453],[2237, 2453],[2237, 3314],[1803, 3314],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/28.jpg,[1949, 1240],[2481, 1240],[2481, 2084],[1949, 2084],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/17.jpg,[27, -160],[749, -160],[749, 545],[27, 545],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/19.jpg,[664, 2389],[1190, 2389],[1190, 3230],[664, 3230],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/28.jpg,[705, 1274],[1308, 1274],[1308, 2114],[705, 2114],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/28.jpg,[81, 1342],[712, 1342],[712, 2098],[81, 2098],
X:/Grocery stores/Grocery_products/Training//Food/Pasta/17.jpg,[861, -224],[1535, -224],[1535, 555],[861, 555],
