X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/26.jpg,[1091, 674],[1492, 674],[1492, 1474],[1091, 1474],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/26.jpg,[1166, 1678],[1632, 1678],[1632, 2507],[1166, 2507],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/34.jpg,[1627, 659],[2075, 659],[2075, 1568],[1627, 1568],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/34.jpg,[1666, 1626],[2070, 1626],[2070, 2490],[1666, 2490],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/26.jpg,[191, 662],[695, 662],[695, 1531],[191, 1531],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/34.jpg,[1943, 697],[2284, 697],[2284, 1471],[1943, 1471],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/34.jpg,[2102, 1596],[2514, 1596],[2514, 2423],[2102, 2423],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/34.jpg,[2324, 689],[2626, 689],[2626, 1461],[2324, 1461],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/34.jpg,[2548, 1583],[2955, 1583],[2955, 2398],[2548, 2398],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/27.jpg,[2790, 1474],[3087, 1474],[3087, 2211],[2790, 2211],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/27.jpg,[2813, 687],[3131, 687],[3131, 1459],[2813, 1459],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/27.jpg,[3154, 1469],[3473, 1469],[3473, 2139],[3154, 2139],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/26.jpg,[622, 677],[1123, 677],[1123, 1566],[622, 1566],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/26.jpg,[630, 1683],[1188, 1683],[1188, 2507],[630, 2507],
X:/Grocery stores/Grocery_products/Training//Food/Drinks/SoftDrinks/26.jpg,[97, 1683],[667, 1683],[667, 2507],[97, 2507],
