X:/Grocery stores/Grocery_products/Training//Food/Soups/79.jpg,[-103, 229],[401, 229],[401, 909],[-103, 909],
X:/Grocery stores/Grocery_products/Training//Food/Soups/5.jpg,[-54, 1391],[411, 1391],[411, 2138],[-54, 2138],
X:/Grocery stores/Grocery_products/Training//Food/Soups/80.jpg,[1006, 232],[1541, 232],[1541, 903],[1006, 903],
X:/Grocery stores/Grocery_products/Training//Food/Soups/4.jpg,[1013, 2689],[1507, 2689],[1507, 3317],[1013, 3317],
X:/Grocery stores/Grocery_products/Training//Food/Soups/77.jpg,[1481, 1364],[1992, 1364],[1992, 2042],[1481, 2042],
X:/Grocery stores/Grocery_products/Training//Food/Soups/4.jpg,[1514, 2692],[2012, 2692],[2012, 3300],[1514, 3300],
X:/Grocery stores/Grocery_products/Training//Food/Soups/80.jpg,[1561, 215],[2099, 215],[2099, 913],[1561, 913],
X:/Grocery stores/Grocery_products/Training//Food/Soups/2.jpg,[1982, 1351],[2484, 1351],[2484, 2068],[1982, 2068],
X:/Grocery stores/Grocery_products/Training//Food/Soups/78.jpg,[2012, 2596],[2451, 2596],[2451, 3303],[2012, 3303],
X:/Grocery stores/Grocery_products/Training//Food/Soups/80.jpg,[2122, 205],[2743, 205],[2743, 933],[2122, 933],
X:/Grocery stores/Grocery_products/Training//Food/Soups/79.jpg,[425, 242],[986, 242],[986, 906],[425, 906],
X:/Grocery stores/Grocery_products/Training//Food/Soups/77.jpg,[458, 1387],[973, 1387],[973, 2065],[458, 2065],
X:/Grocery stores/Grocery_products/Training//Food/Soups/10.jpg,[56, 2573],[508, 2573],[508, 3273],[56, 3273],
X:/Grocery stores/Grocery_products/Training//Food/Soups/4.jpg,[634, 2530],[1029, 2530],[1029, 3154],[634, 3154],
X:/Grocery stores/Grocery_products/Training//Food/Soups/77.jpg,[963, 1368],[1481, 1368],[1481, 2061],[963, 2061],
