X:/Grocery stores/Grocery_products/Training//Food/Rice/4.jpg,[-240, 34],[236, 34],[236, 998],[-240, 998],
X:/Grocery stores/Grocery_products/Training//Food/Rice/2.jpg,[-33, 1486],[338, 1486],[338, 2316],[-33, 2316],
X:/Grocery stores/Grocery_products/Training//Food/Rice/4.jpg,[1026, 72],[1622, 72],[1622, 1033],[1026, 1033],
X:/Grocery stores/Grocery_products/Training//Food/Rice/2.jpg,[1450, 1613],[1906, 1613],[1906, 2338],[1450, 2338],
X:/Grocery stores/Grocery_products/Training//Food/Rice/4.jpg,[1689, 159],[2165, 159],[2165, 1048],[1689, 1048],
X:/Grocery stores/Grocery_products/Training//Food/Rice/2.jpg,[2000, 1571],[2479, 1571],[2479, 2330],[2000, 2330],
X:/Grocery stores/Grocery_products/Training//Food/Rice/4.jpg,[2234, 131],[2728, 131],[2728, 1083],[2234, 1083],
X:/Grocery stores/Grocery_products/Training//Food/Rice/2.jpg,[2553, 1566],[3052, 1566],[3052, 2348],[2553, 2348],
X:/Grocery stores/Grocery_products/Training//Food/Rice/7.jpg,[2773, 107],[3256, 107],[3256, 1095],[2773, 1095],
X:/Grocery stores/Grocery_products/Training//Food/Rice/4.jpg,[376, 64],[969, 64],[969, 976],[376, 976],
X:/Grocery stores/Grocery_products/Training//Food/Rice/2.jpg,[583, 1312],[944, 1312],[944, 1937],[583, 1937],
X:/Grocery stores/Grocery_products/Training//Food/Rice/2.jpg,[874, 1591],[1395, 1591],[1395, 2318],[874, 2318],
