X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/21.jpg,[1448, 1510],[1995, 1510],[1995, 2431],[1448, 2431],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/21.jpg,[1479, 604],[2028, 604],[2028, 1507],[1479, 1507],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/21.jpg,[196, 1480],[736, 1480],[736, 2431],[196, 2431],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/1.jpg,[2005, 679],[2585, 679],[2585, 1524],[2005, 1524],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/1.jpg,[2028, 1524],[2619, 1524],[2619, 2444],[2028, 2444],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/1.jpg,[2568, 726],[3107, 726],[3107, 1524],[2568, 1524],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/1.jpg,[2578, 1534],[3223, 1534],[3223, 2424],[2578, 2424],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/21.jpg,[315, 607],[831, 607],[831, 1480],[315, 1480],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/21.jpg,[827, 1510],[1346, 1510],[1346, 2431],[827, 2431],
X:/Grocery stores/Grocery_products/Training//Food/Jars-Cans/Spreads/21.jpg,[905, 614],[1448, 614],[1448, 1490],[905, 1490],
